,virus_id,title_bg,title,link,virus_image,image,num_rep,date_iso,media,author,media_matches,first_time,minutes_since_first,media_rank,day,time
361,510,Зов за помощ: За да оцелее тежко болен самотен баща с ампутиран крак има нужда спешно от средства,Call for help: A seriously ill single father with an amputated leg urgently needs funds to survive,https://informiran.net/balgariya/zov-za-pomosht-za-da-ocelee-tezhko-bolen-samoten-bashta-s-amputiran-krak-ima-nuzhda-speshno-ot-sredstva,510.jpg,https://informiran.net/media/1/2025/06/17/84284/320x180.jpg?timer=1750152672,3,2025-06-17 09:31:21,informiran.net,Галя Иванова,"razkritia.com,kliuki.ws,svobodnoslovo.eu",2025-06-17 09:27:21,4,3,2025-06-17,09:31
362,510,Зов за помощ: За да оцелее тежко болен самотен баща с ампутиран крак има нужда спешно от средства,Call for help: A seriously ill single father with an amputated leg urgently needs funds to survive,https://kliuki.ws/novini/zov-za-pomosht-za-da-ocelee-tezhko-bolen-samoten-bashta-s-amputiran-krak-ima-nuzhda-speshno-ot-sredstva-4/245952,510.jpg,https://kliuki.ws/media/6/2025/06/17/528729/480x270.jpg?timer=1750152942,3,2025-06-17 09:34:23,kliuki.ws,Иванина Николова,"razkritia.com,informiran.net,svobodnoslovo.eu",2025-06-17 09:27:21,7.033333333,7,2025-06-17,09:34
363,510,Зов за помощ: За да оцелее тежко болен самотен баща с ампутиран крак има нужда спешно от средства,Call for help: A seriously ill single father with an amputated leg urgently needs funds to survive,https://razkritia.com/ot-jivota/zov-za-pomosht-za-da-ocelee-tezhko-bolen-samoten-bashta-s-amputiran-krak-ima-nuzhda-speshno-ot-sredstva/245949,510.jpg,https://razkritia.com/media/4/2025/06/17/528723/320x180.jpg?timer=1750152711,3,2025-06-17 12:32:00,razkritia.com,Иванина Николова,"kliuki.ws,informiran.net,svobodnoslovo.eu",2025-06-17 09:27:21,184.65,12,2025-06-17,12:32
364,518,ИЗВЪНРЕДНО! Задържаха директора на митницата в Пловдив (СНИМКИ/ВИДЕО),EXTRAORDINARY! The director of the customs in Plovdiv was detained (PHOTOS/VIDEO),https://svobodnoslovo.eu/bulgaria/izvanredno-zadarzhaha-direktora-na-mitnicata-v-plovdiv-snimkivideo/161383,518.jpg,https://svobodnoslovo.eu/media/1/2025/04/30/123607/960x540.jpg?timer=1746006063,3,2025-04-30 09:40:50,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,informiran.net,crimesbg.com",2025-04-30 09:40:50,0,13,2025-04-30,09:40
365,518,ИЗВЪНРЕДНО! Задържаха директора на митницата в Пловдив (СНИМКИ/ВИДЕО),EXTRAORDINARY! The director of the customs in Plovdiv was detained (PHOTOS/VIDEO),https://crimesbg.com/novini/izvanredno-zadarzhaha-direktora-na-mitnicata-v-plovdiv-snimkivideo-5/161386,518.jpg,https://crimesbg.com/media/4/2025/04/30/123616/320x180.jpg?timer=1746006114,3,2025-04-30 09:42:05,crimesbg.com,Iva Ivanova,"kliuki.ws,informiran.net,svobodnoslovo.eu",2025-04-30 09:40:50,1.25,2,2025-04-30,09:42
366,518,ИЗВЪНРЕДНО! Задържаха директора на митницата в Пловдив (СНИМКИ/ВИДЕО),EXTRAORDINARY! The director of the customs in Plovdiv was detained (PHOTOS/VIDEO),https://informiran.net/balgariya/izvanredno-zadarzhaha-direktora-na-mitnicata-v-plovdiv-snimkivideo,518.jpg,https://informiran.net/media/1/2025/04/30/83300/320x180.jpg?timer=1746006193,3,2025-04-30 09:43:24,informiran.net,Галя Иванова,"kliuki.ws,crimesbg.com,svobodnoslovo.eu",2025-04-30 09:40:50,2.566666667,3,2025-04-30,09:43
367,518,ИЗВЪНРЕДНО! Задържаха директора на митницата в Пловдив (СНИМКИ/ВИДЕО),EXTRAORDINARY! The director of the customs in Plovdiv was detained (PHOTOS/VIDEO),https://kliuki.ws/novini/izvanredno-zadarzhaha-direktora-na-mitnicata-v-plovdiv-snimkivideo-4/243155,518.jpg,https://kliuki.ws/media/6/2025/04/30/523947/480x270.jpg?timer=1746006386,3,2025-04-30 09:45:50,kliuki.ws,Иванина Николова,"informiran.net,crimesbg.com,svobodnoslovo.eu",2025-04-30 09:40:50,5,7,2025-04-30,09:45
368,522,"ИЗМАМАТА ""СТВОЛОВИ КЛЕТКИ"": Плащаш хилядарки, съсипват ти образеца и те съдят за капак","THE ""STEM CELL"" SCAM: You pay thousands, they ruin your sample and sue you for a cover-up",https://kliuki.net/skandali/izmamata-stvolovi-kletki-plashtash-hilyadarki-sasipvat-ti-obrazeca-i-te-sadyat-za-kapak/249189,522.jpg,https://kliuki.net/media/5/2025/08/24/534912/320x180.jpg?timer=1756053074,3,2025-08-24 16:32:44,kliuki.net,Иванина Николова,"svobodnoslovo.eu,informiran.net,crimesbg.com",2025-08-24 16:32:44,0,6,2025-08-24,16:32
369,522,"ИЗМАМАТА ""СТВОЛОВИ КЛЕТКИ"": Плащаш хилядарки, съсипват ти образеца и те съдят за капак","THE ""STEM CELL"" SCAM: You pay thousands, they ruin your sample and sue you for a cover-up",https://crimesbg.com/novini/izmamata-stvolovi-kletki-plashtash-hilyadarki-sasipvat-ti-obrazeca-i-te-sadyat-za-kapak-3/170872,522.jpg,https://crimesbg.com/media/4/2025/08/24/136060/320x180.jpg?timer=1756053292,3,2025-08-24 16:35:08,crimesbg.com,Iva Ivanova,"svobodnoslovo.eu,informiran.net,kliuki.net",2025-08-24 16:32:44,2.4,2,2025-08-24,16:35
370,522,"ИЗМАМАТА ""СТВОЛОВИ КЛЕТКИ"": Плащаш хилядарки, съсипват ти образеца и те съдят за капак","THE ""STEM CELL"" SCAM: You pay thousands, they ruin your sample and sue you for a cover-up",https://informiran.net/balgariya/izmamata-stvolovi-kletki-plashtash-hilyadarki-sasipvat-ti-obrazeca-i-te-sadyat-za-kapak,522.jpg,https://informiran.net/media/1/2025/08/24/85588/320x180.jpg?timer=1756053420,3,2025-08-24 16:37:14,informiran.net,Галя Иванова,"svobodnoslovo.eu,crimesbg.com,kliuki.net",2025-08-24 16:32:44,4.5,3,2025-08-24,16:37
371,522,"ИЗМАМАТА ""СТВОЛОВИ КЛЕТКИ"": Плащаш хилядарки, съсипват ти образеца и те съдят за капак","THE ""STEM CELL"" SCAM: You pay thousands, they ruin your sample and sue you for a cover-up",https://svobodnoslovo.eu/bulgaria/izmamata-stvolovi-kletki-plashtash-hilyadarki-sasipvat-ti-obrazeca-i-te-sadyat-za-kapak-6/170938,522.jpg,https://svobodnoslovo.eu/media/1/2025/08/25/136280/960x540.jpg?timer=1756111635,3,2025-08-25 08:47:00,svobodnoslovo.eu,Iva Ivanova,"informiran.net,crimesbg.com,kliuki.net",2025-08-24 16:32:44,974.2666667,13,2025-08-25,08:47
372,536,Иво Прокопиев ли стои зад финансов октопод за изкривяване на пазара? (РАЗСЛЕДВАНЕ),Is Ivo Prokopiev behind a financial octopus to distort the market? (INVESTIGATION),https://svobodnoslovo.eu/bulgaria/ivo-prokopiev-li-stoi-zad-finansov-oktopod-za-izkrivyavane-na-pazara-razsledvane/172901,536.jpg,https://svobodnoslovo.eu/media/1/2025/09/19/138880/960x540.jpg?timer=1758266029,3,2025-09-19 07:13:45,svobodnoslovo.eu,Iva Ivanova,"razkritia.com,kliuki.net,informiran.net",2025-09-19 07:13:45,0,13,2025-09-19,07:13
373,536,Иво Прокопиев ли стои зад финансов октопод за изкривяване на пазара? (РАЗСЛЕДВАНЕ),Is Ivo Prokopiev behind a financial octopus to distort the market? (INVESTIGATION),https://informiran.net/balgariya/ivo-prokopiev-li-stoi-zad-finansov-oktopod-za-izkrivyavane-na-pazara-razsledvane,536.jpg,https://informiran.net/media/1/2025/09/19/86080/320x180.jpg?timer=1758266177,3,2025-09-19 07:16:30,informiran.net,Галя Иванова,"razkritia.com,kliuki.net,svobodnoslovo.eu",2025-09-19 07:13:45,2.75,3,2025-09-19,07:16
374,536,Иво Прокопиев ли стои зад финансов октопод за изкривяване на пазара? (РАЗСЛЕДВАНЕ),Is Ivo Prokopiev behind a financial octopus to distort the market? (INVESTIGATION),https://kliuki.net/skandali/ivo-prokopiev-li-stoi-zad-finansov-oktopod-za-izkrivyavane-na-pazara-razsledvane-2/250420,536.jpg,https://kliuki.net/media/5/2025/09/19/537336/320x180.jpg?timer=1758266302,3,2025-09-19 07:18:37,kliuki.net,Иванина Николова,"razkritia.com,informiran.net,svobodnoslovo.eu",2025-09-19 07:13:45,4.866666667,6,2025-09-19,07:18
375,536,Иво Прокопиев ли стои зад финансов октопод за изкривяване на пазара? (РАЗСЛЕДВАНЕ),Is Ivo Prokopiev behind a financial octopus to distort the market? (INVESTIGATION),https://razkritia.com/scandalni/ivo-prokopiev-li-stoi-zad-finansov-oktopod-za-izkrivyavane-na-pazara-razsledvane/250418,536.jpg,https://razkritia.com/media/4/2025/09/19/537330/320x180.jpg?timer=1758266240,3,2025-09-19 10:17:00,razkritia.com,Иванина Николова,"kliuki.net,informiran.net,svobodnoslovo.eu",2025-09-19 07:13:45,183.25,12,2025-09-19,10:17
376,541,Изведоха с полиция от Столична община зам.-кмета на София Никола Барбутов (снимки),Sofia Deputy Mayor Nikola Barbutov was taken away by police from the Sofia Municipality (photos),https://svobodnoslovo.eu/bulgaria/izvedoha-s-policiya-ot-stolichna-obshtina-zam-kmeta-na-sofiya-nikola-barbutov-snimki/166133,541.jpg,https://svobodnoslovo.eu/media/1/2025/06/24/129520/960x540.jpg?timer=1750791941,3,2025-06-24 18:56:00,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,informiran.net,crimesbg.com",2025-06-24 18:56:00,0,13,2025-06-24,18:56
377,541,Изведоха с полиция от Столична община зам.-кмета на София Никола Барбутов (снимки),Sofia Deputy Mayor Nikola Barbutov was taken away by police from the Sofia Municipality (photos),https://crimesbg.com/novini/izvedoha-s-policiya-ot-stolichna-obshtina-zam-kmeta-na-sofiya-nikola-barbutov-snimki-5/166136,541.jpg,https://crimesbg.com/media/4/2025/06/24/129538/320x180.jpg?timer=1750791480,3,2025-06-24 18:58:11,crimesbg.com,Iva Ivanova,"kliuki.ws,informiran.net,svobodnoslovo.eu",2025-06-24 18:56:00,2.183333333,2,2025-06-24,18:58
378,541,Изведоха с полиция от Столична община зам.-кмета на София Никола Барбутов (снимки),Sofia Deputy Mayor Nikola Barbutov was taken away by police from the Sofia Municipality (photos),https://informiran.net/balgariya/izvedoha-s-policiya-ot-stolichna-obshtina-zam-kmeta-na-sofiya-nikola-barbutov-snimki,541.jpg,https://informiran.net/media/1/2025/06/24/84444/320x180.jpg?timer=1750791578,3,2025-06-24 18:59:52,informiran.net,Галя Иванова,"kliuki.ws,crimesbg.com,svobodnoslovo.eu",2025-06-24 18:56:00,3.866666667,3,2025-06-24,18:59
379,541,Изведоха с полиция от Столична община зам.-кмета на София Никола Барбутов (снимки),Sofia Deputy Mayor Nikola Barbutov was taken away by police from the Sofia Municipality (photos),https://kliuki.ws/novini/izvedoha-s-policiya-ot-stolichna-obshtina-zam-kmeta-na-sofiya-nikola-barbutov-snimki-4/246357,541.jpg,https://kliuki.ws/media/6/2025/06/24/529395/480x270.jpg?timer=1750791870,3,2025-06-24 19:04:02,kliuki.ws,Иванина Николова,"informiran.net,crimesbg.com,svobodnoslovo.eu",2025-06-24 18:56:00,8.033333333,7,2025-06-24,19:04
380,543,Извънредно! Европейската прокуратура отстрани от длъжност Теодора Георгиева,Extraordinary! The European Public Prosecutor's Office has removed Teodora Georgieva from office,https://svobodnoslovo.eu/bulgaria/izvanredno-evropeyskata-prokuratura-otstrani-ot-dlazhnost-teodora-georgieva/158530,543.jpg,https://svobodnoslovo.eu/media/1/2025/03/27/119530/960x540.webp?timer=1743106596,3,2025-03-27 20:16:00,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,informiran.net,crimesbg.com",2025-03-27 20:16:00,0,13,2025-03-27,20:16
381,543,Извънредно! Европейската прокуратура отстрани от длъжност Теодора Георгиева,Extraordinary! The European Public Prosecutor's Office has removed Teodora Georgieva from office,https://crimesbg.com/novini/izvanredno-evropeyskata-prokuratura-otstrani-ot-dlazhnost-teodora-georgieva-5/158533,543.jpg,https://crimesbg.com/media/4/2025/03/27/119533/320x180.webp?timer=1743106670,3,2025-03-27 20:17:00,crimesbg.com,Iva Ivanova,"kliuki.ws,informiran.net,svobodnoslovo.eu",2025-03-27 20:16:00,1,2,2025-03-27,20:17
382,543,Извънредно! Европейската прокуратура отстрани от длъжност Теодора Георгиева,Extraordinary! The European Public Prosecutor's Office has removed Teodora Georgieva from office,https://informiran.net/balgariya/izvanredno-evropeyskata-prokuratura-otstrani-ot-dlazhnost-teodora-georgieva,543.jpg,https://informiran.net/media/1/2025/03/27/82572/320x180.webp?timer=1743106777,3,2025-03-27 20:19:46,informiran.net,Галя Иванова,"kliuki.ws,crimesbg.com,svobodnoslovo.eu",2025-03-27 20:16:00,3.766666667,3,2025-03-27,20:19
383,543,Извънредно! Европейската прокуратура отстрани от длъжност Теодора Георгиева,Extraordinary! The European Public Prosecutor's Office has removed Teodora Georgieva from office,https://kliuki.ws/novini/izvanredno-evropeyskata-prokuratura-otstrani-ot-dlazhnost-teodora-georgieva-4/241222,543.jpg,https://kliuki.ws/media/6/2025/03/27/520215/480x270.webp?timer=1743114460,3,2025-03-27 20:21:00,kliuki.ws,Иванина Николова,"informiran.net,crimesbg.com,svobodnoslovo.eu",2025-03-27 20:16:00,5,7,2025-03-27,20:21
384,545,Извънредно! Полиция запечата ресторанта на скандалния бизнесмен с Ролс-Ройса,Extraordinary! Police seal off the restaurant of the scandalous businessman with the Rolls-Royce,https://svobodnoslovo.eu/bulgaria/izvanredno-policiya-zapechata-restoranta-na-skandalniya-biznesmen-s-rols-roysa/167948,545.jpg,https://svobodnoslovo.eu/media/1/2025/07/17/132017/960x540.webp?timer=1752756102,3,2025-07-17 12:41:36,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,informiran.net,crimesbg.com",2025-07-17 12:41:36,0,13,2025-07-17,12:41
385,545,Извънредно! Полиция запечата ресторанта на скандалния бизнесмен с Ролс-Ройса,Extraordinary! Police seal off the restaurant of the scandalous businessman with the Rolls-Royce,https://crimesbg.com/novini/izvanredno-policiya-zapechata-restoranta-na-skandalniya-biznesmen-s-rols-roysa-5/167951,545.jpg,https://crimesbg.com/media/4/2025/07/17/132026/320x180.webp?timer=1752756185,3,2025-07-17 12:43:18,crimesbg.com,Iva Ivanova,"kliuki.ws,informiran.net,svobodnoslovo.eu",2025-07-17 12:41:36,1.7,2,2025-07-17,12:43
386,545,Извънредно! Полиция запечата ресторанта на скандалния бизнесмен с Ролс-Ройса,Extraordinary! Police seal off the restaurant of the scandalous businessman with the Rolls-Royce,https://informiran.net/balgariya/izvanredno-policiya-zapechata-restoranta-na-skandalniya-biznesmen-s-rols-roysa,545.jpg,https://informiran.net/media/1/2025/07/17/84914/320x180.webp?timer=1752756261,3,2025-07-17 12:44:40,informiran.net,Галя Иванова,"kliuki.ws,crimesbg.com,svobodnoslovo.eu",2025-07-17 12:41:36,3.066666667,3,2025-07-17,12:44
387,545,Извънредно! Полиция запечата ресторанта на скандалния бизнесмен с Ролс-Ройса,Extraordinary! Police seal off the restaurant of the scandalous businessman with the Rolls-Royce,https://kliuki.ws/novini/izvanredno-policiya-zapechata-restoranta-na-skandalniya-biznesmen-s-rols-roysa-4/247466,545.jpg,https://kliuki.ws/media/6/2025/07/17/531535/480x270.webp?timer=1752756833,3,2025-07-17 12:48:08,kliuki.ws,Иванина Николова,"informiran.net,crimesbg.com,svobodnoslovo.eu",2025-07-17 12:41:36,6.533333333,7,2025-07-17,12:48
388,546,"Извънредно: Прокуратурата бие тревога, Божков готви нещо скандално","Extraordinary: The Prosecutor's Office is sounding the alarm, Bozhkov is preparing something scandalous",https://svobodnoslovo.eu/bulgaria/izvanredno-prokuraturata-bie-trevoga-bozhkov-gotvi-neshto-skandalno/158255,546.jpg,https://svobodnoslovo.eu/media/1/2025/03/25/119148/960x540.webp?timer=1742894273,3,2025-03-25 09:17:00,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,kliuki.net,informiran.net",2025-03-25 09:17:00,0,13,2025-03-25,09:17
389,546,"Извънредно: Прокуратурата бие тревога, Божков готви нещо скандално","Extraordinary: The Prosecutor's Office is sounding the alarm, Bozhkov is preparing something scandalous",https://informiran.net/balgariya/izvanredno-prokuraturata-bie-trevoga-bozhkov-gotvi-neshto-skandalno,546.jpg,https://informiran.net/media/1/2025/03/25/82503/320x180.webp?timer=1742894421,3,2025-03-25 09:20:00,informiran.net,Галя Иванова,"kliuki.ws,kliuki.net,svobodnoslovo.eu",2025-03-25 09:17:00,3,3,2025-03-25,09:20
390,546,"Извънредно: Прокуратурата бие тревога, Божков готви нещо скандално","Extraordinary: The Prosecutor's Office is sounding the alarm, Bozhkov is preparing something scandalous",https://kliuki.ws/novini/izvanredno-prokuraturata-bie-trevoga-bozhkov-gotvi-neshto-skandalno-4/241051,546.jpg,https://kliuki.ws/media/6/2025/03/25/519908/480x270.webp?timer=1742896414,3,2025-03-25 09:25:00,kliuki.ws,Иванина Николова,"kliuki.net,informiran.net,svobodnoslovo.eu",2025-03-25 09:17:00,8,7,2025-03-25,09:25
391,546,"Извънредно: Прокуратурата бие тревога, Божков готви нещо скандално","Extraordinary: The Prosecutor's Office is sounding the alarm, Bozhkov is preparing something scandalous",https://kliuki.net/skandali/izvanredno-prokuraturata-bie-trevoga-bozhkov-gotvi-neshto-skandalno-2/241050,546.jpg,https://kliuki.net/media/5/2025/03/25/519907/320x180.webp?timer=1742894709,3,2025-03-25 09:25:00,kliuki.net,Иванина Николова,"kliuki.ws,informiran.net,svobodnoslovo.eu",2025-03-25 09:17:00,8,6,2025-03-25,09:25
392,549,Издигнаха паметник на Асен Василев в центъра на София,A monument to Asen Vassilev was erected in the center of Sofia,https://svobodnoslovo.eu/bulgaria/izdignaha-pametnik-na-asen-vasilev-v-centara-na-sofiya/177974,549.jpg,https://svobodnoslovo.eu/media/1/2025/11/20/146213/960x540.webp?timer=1763642630,3,2025-11-20 12:43:47,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,informiran.net,crimesbg.com",2025-11-20 12:43:47,0,13,2025-11-20,12:43
393,549,Издигнаха паметник на Асен Василев в центъра на София,A monument to Asen Vassilev was erected in the center of Sofia,https://crimesbg.com/novini/izdignaha-pametnik-na-asen-vasilev-v-centara-na-sofiya-5/177977,549.jpg,https://crimesbg.com/media/4/2025/11/20/146216/320x180.webp?timer=1763642678,3,2025-11-20 12:44:43,crimesbg.com,Iva Ivanova,"kliuki.ws,informiran.net,svobodnoslovo.eu",2025-11-20 12:43:47,0.9333333333,2,2025-11-20,12:44
394,549,Издигнаха паметник на Асен Василев в центъра на София,A monument to Asen Vassilev was erected in the center of Sofia,https://informiran.net/balgariya/izdignaha-pametnik-na-asen-vasilev-v-centara-na-sofiya,549.jpg,https://informiran.net/media/1/2025/11/20/87818/320x180.webp?timer=1763642736,3,2025-11-20 12:45:40,informiran.net,Галя Иванова,"kliuki.ws,crimesbg.com,svobodnoslovo.eu",2025-11-20 12:43:47,1.883333333,3,2025-11-20,12:45
395,549,Издигнаха паметник на Асен Василев в центъра на София,A monument to Asen Vassilev was erected in the center of Sofia,https://kliuki.ws/novini/izdignaha-pametnik-na-asen-vasilev-v-centara-na-sofiya-4/253862,549.jpg,https://kliuki.ws/media/6/2025/11/20/544299/480x270.webp?timer=1763643002,3,2025-11-20 12:47:36,kliuki.ws,Иванина Николова,"informiran.net,crimesbg.com,svobodnoslovo.eu",2025-11-20 12:43:47,3.816666667,7,2025-11-20,12:47
396,608,Карлос Контрера: Организира ли “Лукойл” картел и пречи ли за вноса на горива?,Carlos Contrera: Is Lukoil organizing a cartel and obstructing fuel imports?,https://informiran.net/balgariya/karlos-kontrera-organizira-li-lukoyl-kartel-i-prechi-li-za-vnosa-na-goriva,608.jpg,https://informiran.net/media/1/2025/06/09/84058/320x180.jpg?timer=1749472356,3,2025-06-09 12:32:48,informiran.net,Галя Иванова,"razkritia.com,kliuki.net,svobodnoslovo.eu",2025-06-09 12:32:48,0,3,2025-06-09,12:32
397,608,Карлос Контрера: Организира ли “Лукойл” картел и пречи ли за вноса на горива?,Carlos Contrera: Is Lukoil organizing a cartel and obstructing fuel imports?,https://kliuki.net/skandali/karlos-kontrera-organizira-li-lukoyl-kartel-i-prechi-li-za-vnosa-na-goriva-2/245239,608.jpg,https://kliuki.net/media/5/2025/06/09/527455/320x180.jpg?timer=1749472734,3,2025-06-09 12:40:00,kliuki.net,Иванина Николова,"razkritia.com,svobodnoslovo.eu,informiran.net",2025-06-09 12:32:48,7.2,6,2025-06-09,12:40
398,608,Карлос Контрера: Организира ли “Лукойл” картел и пречи ли за вноса на горива?,Carlos Contrera: Is Lukoil organizing a cartel and obstructing fuel imports?,https://svobodnoslovo.eu/bulgaria/karlos-kontrera-organizira-li-lukoyl-kartel-i-prechi-li-za-vnosa-na-goriva/164614,608.jpg,https://svobodnoslovo.eu/media/1/2025/06/09/127445/960x540.jpg?timer=1749472802,3,2025-06-09 12:40:00,svobodnoslovo.eu,Iva Ivanova,"razkritia.com,kliuki.net,informiran.net",2025-06-09 12:32:48,7.2,13,2025-06-09,12:40
399,608,Карлос Контрера: Организира ли “Лукойл” картел и пречи ли за вноса на горива?,Carlos Contrera: Is Lukoil organizing a cartel and obstructing fuel imports?,https://razkritia.com/scandalni/karlos-kontrera-organizira-li-lukoyl-kartel-i-prechi-li-za-vnosa-na-goriva/245236,608.jpg,https://razkritia.com/media/4/2025/06/09/527450/320x180.jpg?timer=1749472314,3,2025-06-09 15:40:00,razkritia.com,Иванина Николова,"kliuki.net,svobodnoslovo.eu,informiran.net",2025-06-09 12:32:48,187.2,12,2025-06-09,15:40
400,610,Касапинът от „Соло“ не успя да се измъкне от затвора с хитър трик,The Butcher from 'Solo' Failed to Escape Prison with a Clever Trick,https://crimesbg.com/novini/kasapinat-ot-solo-ne-uspya-da-se-izmakne-ot-zatvora-s-hitar-trik/153275,610.jpg,https://crimesbg.com/media/4/2025/01/26/112709/320x180.webp?timer=1737851238,3,2025-01-26 07:00:00,crimesbg.com,Iva Ivanova,"kliuki.ws,informiran.net,svobodnoslovo.eu",2025-01-26 07:00:00,0,2,2025-01-26,07:00
401,610,Касапинът от „Соло“ не успя да се измъкне от затвора с хитър трик,The Butcher from 'Solo' Failed to Escape Prison with a Clever Trick,https://kliuki.ws/novini/kasapinat-ot-solo-ne-uspya-da-se-izmakne-ot-zatvora-s-hitar-trik-4/237802,610.jpg,https://kliuki.ws/media/6/2025/01/26/513921/480x270.webp?timer=1737851809,3,2025-01-26 07:30:00,kliuki.ws,Иванина Николова,"informiran.net,svobodnoslovo.eu,crimesbg.com",2025-01-26 07:00:00,30,7,2025-01-26,07:30
402,610,Касапинът от „Соло“ не успя да се измъкне от затвора с хитър трик,The Butcher from 'Solo' Failed to Escape Prison with a Clever Trick,https://informiran.net/balgariya/kasapinat-ot-solo-ne-uspya-da-se-izmakne-ot-zatvora-s-hitar-trik,610.jpg,https://informiran.net/media/1/2025/01/26/81290/320x180.webp?timer=1737851556,3,2025-01-26 07:30:00,informiran.net,Галя Иванова,"kliuki.ws,svobodnoslovo.eu,crimesbg.com",2025-01-26 07:00:00,30,3,2025-01-26,07:30
403,610,Касапинът от „Соло“ не успя да се измъкне от затвора с хитър трик,The Butcher from 'Solo' Failed to Escape Prison with a Clever Trick,https://svobodnoslovo.eu/bulgaria/kasapinat-ot-solo-ne-uspya-da-se-izmakne-ot-zatvora-s-hitar-trik-2/153276,610.jpg,https://svobodnoslovo.eu/media/1/2025/01/26/112710/960x540.webp?timer=1737876602,3,2025-01-26 07:30:00,svobodnoslovo.eu,Iva Ivanova,"kliuki.ws,informiran.net,crimesbg.com",2025-01-26 07:00:00,30,13,2025-01-26,07:30
404,612,Катаджиите от „палките“ вземат обезщетения за обвиненията в корупция,"The ""batons"" are taking compensation for corruption charges",https://informiran.net/balgariya/katadzhiite-ot-palkite-vzemat-obezshteteniya-za-obvineniyata-v-korupciya,612.jpg,https://informiran.net/media/1/2025/09/13/86005/320x180.jpg?timer=1757795512,3,2025-09-14 07:50:00,informiran.net,Галя Иванова,"razkritia.com,kliuki.net,svobodnoslovo.eu",2025-09-14 07:50:00,0,3,2025-09-14,07:50
405,612,Катаджиите от „палките“ вземат обезщетения за обвиненията в корупция,"The ""batons"" are taking compensation for corruption charges",https://kliuki.net/skandali/katadzhiite-ot-palkite-vzemat-obezshteteniya-za-obvineniyata-v-korupciya-2/250219,612.jpg,https://kliuki.net/media/5/2025/09/13/537015/320x180.jpg?timer=1757795626,3,2025-09-14 07:50:00,kliuki.net,Иванина Николова,"razkritia.com,informiran.net,svobodnoslovo.eu",2025-09-14 07:50:00,0,6,2025-09-14,07:50
406,612,Катаджиите от „палките“ вземат обезщетения за обвиненията в корупция,"The ""batons"" are taking compensation for corruption charges",https://svobodnoslovo.eu/bulgaria/katadzhiite-ot-palkite-vzemat-obezshteteniya-za-obvineniyata-v-korupciya-2/172525,612.jpg,https://svobodnoslovo.eu/media/1/2025/09/13/138467/960x540.jpg?timer=1757836201,3,2025-09-14 07:50:00,svobodnoslovo.eu,Iva Ivanova,"razkritia.com,informiran.net,kliuki.net",2025-09-14 07:50:00,0,13,2025-09-14,07:50
407,612,Катаджиите от „палките“ вземат обезщетения за обвиненията в корупция,"The ""batons"" are taking compensation for corruption charges",https://razkritia.com/scandalni/katadzhiite-ot-palkite-vzemat-obezshteteniya-za-obvineniyata-v-korupciya/250217,612.jpg,https://razkritia.com/media/4/2025/09/13/537013/320x180.jpg?timer=1757795551,3,2025-09-14 10:50:00,razkritia.com,Иванина Николова,"informiran.net,kliuki.net,svobodnoslovo.eu",2025-09-14 07:50:00,180,12,2025-09-14,10:50
408,663,"Кризата с боклука в София остава, липсват хора","The garbage crisis in Sofia remains, people are missing",https://www.obedineni.com/%d0%ba%d1%80%d0%b8%d0%b7%d0%b0%d1%82%d0%b0-%d1%81-%d0%b1%d0%be%d0%ba%d0%bb%d1%83%d0%ba%d0%b0-%d0%b2-%d1%81%d0%be%d1%84%d0%b8%d1%8f-%d0%be%d1%81%d1%82%d0%b0%d0%b2%d0%b0-%d0%bb%d0%b8%d0%bf%d1%81%d0%b2/,663.jpg,NA,3,2025-10-27 07:29:06,obedineni.com,obedineni.com,"svobodnoslovo.eu,iskra.bg,pero.bg",2025-10-27 07:29:06,0,10,2025-10-27,07:29
409,663,Кризата с боклука в София продължава: Две жалби в КЗК спират решенията на Столична община,The garbage crisis in Sofia continues: Two appeals to the CPC suspend the decisions of the Sofia Municipality,https://svobodnoslovo.eu/bulgaria/krizata-s-bokluka-v-sofiya-prodalzhava-dve-zhalbi-v-kzk-spirat-resheniyata-na-stolichna-obshtina/176692,663.jpg,https://svobodnoslovo.eu/media/1/2025/10/02/140281/960x540.jpg?timer=1759391384,3,2025-11-05 16:17:01,svobodnoslovo.eu,Lacho,"iskra.bg,obedineni.com,pero.bg",2025-11-05 16:17:01,13487.91667,13,2025-11-05,16:17
410,664,Кризата с боклука в София: Как е организирано…,The garbage crisis in Sofia: How is it organized…,https://pero.bg/2025/10/06/%d0%ba%d1%80%d0%b8%d0%b7%d0%b0%d1%82%d0%b0-%d1%81-%d0%b1%d0%be%d0%ba%d0%bb%d1%83%d0%ba%d0%b0-%d0%b2-%d1%81%d0%be%d1%84%d0%b8%d1%8f-%d0%ba%d0%b0%d0%ba-%d0%b5-%d0%be%d1%80%d0%b3%d0%b0%d0%bd%d0%b8%d0%b7/,664.jpg,NA,3,2025-10-06 07:50:13,pero.bg,pero.bg,"svobodnoslovo.eu,iskra.bg,obedineni.com",2025-10-06 07:50:13,0,11,2025-10-06,07:50
